Região,Área,Pagamento,Opinião,Renda,Idade
Aratibutantã,Engenharia e Produção,Incentivos federais,Insatisfeito,3,37
Aratibutantã,Engenharia e Produção,Recursos próprios,Indiferente,2.29,33
Itamara ,Educacional,Financiamento bancário,Muito satisfeito,1.01,19
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,6.55,43
Baependinha,Engenharia e Produção,Financiamento bancário,Indiferente,1.45,32
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.04,21
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,2.09,35
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,2.19,33
Aratibutantã,Jurídica e Contábil,Auxílio de familiares,Indiferente,2.19,36
Jaquereçaba,Engenharia e Produção,Incen ,Indiferente,4.22,37
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.68,36
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,5.74,39
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.11,24
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.63,42
Aratibutantã,Jurídica e Contábil,Incentivos federais,Satisfeito,2.45,34
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.19,26
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.06,23
Itamaracanã,Computação e Matemática,Finan ,Muito satisfeito,4.48,27
Aratibutantã,Engenharia e Produção,Incentivos federais,Insatisfeito,3.94,37
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,1.66,31
Jaquereçaba,Engenharia e Produção,Recursos próprios,Insatisfeito,2.82,37
Baependinha,Administração,Financiamento bancário,Muito sa ,1.31,28
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,2.4,29
Baependinha,Engenharia e Produção,Recursos próprios,Muito satisfeito,1.45,31
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.12,25
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.03,28
Baependinha,Jurídica e Contábil,Auxílio de familiares,Satisfeito,1.95,32
Baependinha,Comput ,Recursos próprios,Muito satisfeito,1.43,30
Aratibutantã,Computação e Matemática,Recursos próprios,Indiferente,1.61,31
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.04,25
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.37,30
Baepen ,Humanidades,Financiamento bancário,Muito satisfeito,1.1,23
Jaquereçaba,Engenharia e Produção,Incentivos federais,Indiferente,1.82,35
Baependinha,Engenharia e Produção,Incentivos federais,Indiferente,2.07,34
Baependinha,Jurídica e Contábil,Recursos próprios,Satisfeito,2.05,28
Baependinha,Engen ,Recursos próprios,Muito satisfeito,1.33,22
Itamaracanã,Engenharia e Produção,Finan ,Muito satisfeito,1.08,26
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito i ,4.01,35
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,7.04,32
Aratibutantã,Jurídica e Contábil,Auxílio de familiares,Insatisfeito,2.97,35
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.06,28
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.86,38
Baependinha,Administração,Financiamento bancário,Satisfeito,1.31,31
Baependinha,Administração,Financiamento bancário,Satisfeito,2.02,30
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.75,39
Baependinha,Humanidades,Recursos próprios,Satisfeito,1.45,28
Baependinha,Humanidades,Financiamento bancário,Satisfeito,1.5,30
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.21,26
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.91,36
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito, ,29
Jaquere ,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,7.45,37
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,2.07,33
Aratibutantã,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.32,42
Aratibut ,Engenharia e Produção,Incentivos federais,Indiferente,2.67,35
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.92,30
Baependinha,Educacional,Financiamento bancário,Muito satisfeito,1.06,23
Aratibutantã,Jurídica e Contábil,Incentivos federais,Indiferente,1.79,34
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.15,30
Aratibutantã,Jurídica e Contábil,Auxílio de familiares,Indiferente,1.9,29
Baependinha,Administração,Recursos próprios,Indiferente,1.74,34
Baependinha,Administração,Incentivos federais,Muito satisfeito,1.45,33
Baependinha,Humanidades,Financiamento bancário,Indiferente,2.62,35
Baepe ,Administração,Bolsas de estudo,Satisfeito,1.45,43
Baependinha,Humanidades,Financiamento bancário,Muito satisfeito,1.21,31
Baependinha,Educacional,Financiamento bancário,Muito satisfeito,1.06,24
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.08,22
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,2.09,29
Aratibutantã,Humanidades,Financiamento bancário,Satisfeito, ,36
Baependinha,Administração,Financiamento bancário,Satisfeito,1.27,25
Baependinha,Computação e Matemática,Incentivos federais,Satisfeito,1.57,26
Baependinha,Administração,Financiamento bancário, ,1.27,30
Baependinha,Jurídica e Contábil,Recursos próprios,Insatisfeito,3.18,34
Itamaracanã,Humanidades,Auxílio de familiares,Satisfeito,1.71,30
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.23,28
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.84,33
Baependinha,Engenharia e Produção,Bolsas de estudo,Satisfeito,1.59,36
Baependinha,Jurídica e Contábil,Recursos próprios,Satisfeito,1.32,25
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.63,39
Itamarac ,Humanidades,Financiamento bancário,Muito satisfeito,1.44,36
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,5.03,37
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.67,31
Baependinha,Computação e Matemática,Incentivos federais,Indiferente,1.89,38
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.29,26
Baependinha,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.23,27
Baependinha,Humanidades,Incentivos federais,Insatisfeito,3.41,41
Jaquereçaba,Jurídica e Contábil,Auxílio  ,Insatisfeito,5.98,39
Baepe ,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.48,33
Aratibutantã,Humanidades,Bolsas de estudo,Indiferente,3.3,34
Aratibutantã,Administ ,Financiamento bancário,Indiferente,1.95,36
Aratibutantã,Engenharia e Produção,Incentivos federais,Insatisfeito,3.5,38
Baependinha,Jurídica e Contábil,Bolsas de estudo,Indiferente,2.4,34
Baependinha,Engenharia e Produção,Recursos próprios,Muito satisfeito,1.48,32
Itamaracanã,Engenharia e Produção,Recursos próprios,Indiferente,2.33,40
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.54,34
Baependinha,Computação e Matemática,Recursos próprios,Satisfeito,1.74,28
Aratibutantã,Engenharia e Produção,Incentivos federais,Insatisfeito,3.89,35
Baepe ,Jurídica e Contábil,Bolsas de estudo,Indiferente,1.78,29
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.28,34
Itamaracanã,Computação e Matemática,Financiamento bancário,Satisfeito,1.35,32
Baependinha,Computação e Matemática,Financiamento bancário,Satisfeito,1.39,34
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.23,31
Aratibutantã,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.96,38
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,1.52,28
Baependinha,Jurídica e Contábil,Auxílio de familiares,Insatisfeito,2.37,33
Baependinha,Engenharia e Produção,Incentivos federais, ,1.97,34
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.05,19
Aratibutantã,Jurídica e Contábil,Incentivos federais,Indifer ,4.32,43
Aratibutantã,Administração,Financiamento bancário,Muito satisfeito,1.66,28
Baependinha,Humanidades,Financiamento bancário,Muito satisfeito,1.47,32
Baependinha,Computação e Matemática,Financiamento bancário,Indiferente,2.43,35
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.77,30
Baependinha,Engenharia e Produção,Auxílio de familiares,Muito satisfeito,1.4,29
Aratibutantã,Engenharia e Produção,Auxílio de familiares,Indiferente,2.26,35
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.31,38
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.06,25
Baependinha,Engenharia e Produção,Financiamento bancário,Indiferente,1.4,33
Baependinha,Jurídica e Contábil,Recursos próprios,Indiferente,3.16,33
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.91,33
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.85,34
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.19,26
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,1.75,26
Baependinha,Administração,Incentivos federais,Satisfeito,1.59,36
Baependinha,Jurídica e Contábil,Auxílio de familiares,Indiferente,2.89,31
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.08,26
Aratibutantã,Jurídica e Contábil,Incentivos federais,Indiferente,2.23,34
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.01,22
Jaquereçaba,Engenharia e Produção,Incentivos federais,Muito insatisfeito,3.82,41
Baependinha,Computação e Matemática,Recursos próprios,Muito satisfeito,1.47,27
Jaquereçaba,Administração,Financiamento bancário,Satisfeito,2.03,29
Baependinha,Humanidades,Financiamento bancário,Satisfeito,1.17,29
Baependinha,Engenharia e Produção,Incentivos federais,Insatisfeito,2.37,38
Baependinha,Engenharia e Produção,Recursos próprios,Satisfeito,1.78,36
Baependinha,Computação e Matemática,Recursos próprios,Muito satisfeito,1.12,27
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.96,33
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.08,25
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.38,30
Aratibutantã,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.68,39
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,2.68,37
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.66,29
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Insatisfeito,5.57,34
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,1.83,28
Itamaracanã,Humanidades,Financiamento bancário,Muito satisfeito,1.04,20
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,3.52,28
Baependinha,Educacional,Financiamento bancário,Satisfeito,1.38,31
Aratibutantã,Computação e Matemática,Incentivos federais,Indiferente,1.56,38
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.05,23
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.7,35
Baependinha,Jurídica e Contábil,Recursos próprios,Satisfeito,2.31,36
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.97,34
Baependinha,Jurídica e Contábil,Incentivos federais,Indiferente,1.94,33
Aratibutantã,Administração,Bolsas de estudo,Satisfeito,1.48,33
Baependinha,Engenharia e Produção,Financiamento bancário,Indiferente,1.73,31
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.21,33
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.95,39
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.04,29
Aratibutantã,Humanidades,Recursos próprios,Satisfeito,2.18,36
Aratibutantã, ,Incentivos federais,Indiferente,2.63,35
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,6.85,37
Paranapitanga,Engenharia e Produção,Incentivos federais,Muito insatisfeito,6.94,43
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.2,31
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.47,27
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.09,28
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.86,41
Baependinha,Jurídica e Contábil,Bolsas de estudo,Insatisfeito,3.99,37
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,8.3,34
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,2.54,34
Aratibutantã,Computação e Matemática,Incentivos federais,Indiferente,2.02,29
Baependinha,Jurídica e Contábil,Auxílio de familiares,Satisfeito,1.9,32
Itamaracanã,Administração,Financiamento bancário,Muito satisfeito,1.07,20
Baependinha,Humanidades,Financiamento bancário,Satisfeito,1.78,23
Jaquereçaba,Jurídica e Contábil,Incen ,Muito insatisfeito,7.05,42
Aratibut ,Administração,Recursos próprios,Satisfeito,1.84,29
Aratibutantã,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.54,39
Baependinha,Engenharia e Produção,Bolsas de estudo,Indiferente,1.97,31
Baependinha,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.92,25
Itamaracanã,Humanid ,Financiamento bancário,Muito satisfeito,1.35,36
Baependinha,Humanidades,Recursos próprios,Muito satisfeito,1.38,30
Baependinha,Jurídica e Contábil,Recursos próprios,Satisfeito,1.94,32
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.22,36
Jaquereçaba,Engenharia e Produção,Incentivos federais,Muito insatisfeito,3.14,40
Itamaracanã,Administração,Financiamento bancário,Satisfeito,1.38,32
Aratibutantã,Engenharia e Produção,Recursos próprios,Satisfeito,2.59,37
Baependinha,Administração,Incentivos federais,Insatisfeito,2.72,35
Baependinha,Administração,Financiamento bancário,Satisfeito,1.82,29
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.13,32
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.67,23
Paranapitanga,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,11.69,40
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.89,35
Aratibutantã,Engenharia e Produção,Incentivos federais,Insatisfeito,3.47,32
Baependinha,Educacional,Bolsas de estudo,Satisfeito,1.59,29
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,3.77,34
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,4.01,35
Baependinha,Jurídica e Contábil,Auxílio de familiares,Indiferente,2.1,33
Aratibutantã,Jurídica e Contábil,Incentivos federais,Insatisfeito,4.43,34
Baependinha,Administração,Financiamento bancário,Muito satisfeito,1.19,27
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.14,26
Baependinha,Jurídica e Contábil,Auxílio de familiares,Indiferente,2.65,36
Baependinha,Computação e Matemática,Financiamento bancário,Muito satisfeito,1.32,25
Baependinha,Computação e Matemática,Bolsas de estudo,Indifer ,3.06,37
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.54,29
Baependinha,Administração,Recursos próprios,Satisfeito,1.51,33
Baependinha,Engenharia e Produção,Incentivos federais,Satisfeito,2.33,34
Baependinha,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.33,39
Baependinha,Educacional,Financiamento bancário,Muito satisfeito,1.06,24
Baependinha,Jurídica e Contábil,Bolsas de estudo,Indiferente,2.26,31
Baependinha,Jurídica e Contábil,Auxílio de familiares,Indiferente,2.45,39
Aratibutantã,Jurídica e Contábil,Incentivos federais,Indiferente,2.55,32
Baependinha,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.67,36
Baependinha,Jurídi ,Financiamento bancário,Satisfeito,1.71,30
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Muito insatisfeito,4.57,38
Itamaracanã,Adminis ,Auxílio de familiares,Satisfeito,1.37,29
Jaquereçaba,Administração,Incentivos federais,Indiferente,3.26,36
Aratibutantã,Engenharia e Produção,Incentivos federais,Indiferente,2.55,31
Baependinha,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.39,42
Baependinha,Computação e Matemática,Financiamento bancário,Satisfeito,2.15,31
Jaquereçaba,Jurídica e Contábil,Incentivos federais,Insatisfeito,3.2,37
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,1.96,29
Baependinha,Humanidades,Auxílio de familiares,Satisfeito,1.54,35
Aratibutantã,Computação e Matemática,Financiamento bancário,Satisfeito,2.18,32
Baependinha,Jurídica e Contábil,Incentivos federais,Insatisfeito,2.45,43
Itamaracanã,Educacional,Financiamento bancário,Muito satisfeito,1.02,25
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,2.13,34
Baependinha,Humanidades,Financiamento bancário,Indiferente,1.55,28
Aratibutantã,Administração,Incentivos federais,Insatisfeito,2.86,33
Aratibutantã,Engenharia e Produção,Incentivos federais,Muito insatisfeito,5.34,36
